X,id,idLink,region,site,LandUse,SoilOrder,Year,pH,totalC,totalN,AMN,OlsenP_LR,OlsenP_Hills,bulkDensity,macroporosity-m05,macroporosity-m10,macroporositymin,macroporositymax,soillanduse,pHmin,pHmax,OlsenPmin,OlsenPmax,bulkDensitymin,bulkDensitymax,AMNmin,TotalNmin,TotalNmax,TotalCmin,OlsenP,macroporosity,meets_pH,meets_bulkDensity,meets_macroporosity,meets_OlsenP,meets_totalC,meets_totalN,meets_AMN,meets_organicR,meets_physicalS
200,268,268,Auckland,Auckland/268,Forestry,Ultic,2016,4.95,7.07,0.39,132,7,,0.71,23.95,25.8,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,7,25.8,within,within,within,within,within,within,within,within,within
201,269,269,Auckland,Auckland /269,Forestry,Recent,2016,5.77,1.85,0.1,38,12,,1.49,31.5,38.2,8,30,Recent/Forestry,3.5,7.6,5,30,0.7,1.4,20,0.1,0.7,2,12,38.2,within,above,above,within,below,within,within,below,above
202,270,270,Auckland,Auckland/270,Forestry,Ultic,2016,5.06,7.02,0.27,69,7,,1.065,12.95,14.4,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,7,14.4,within,within,within,within,within,within,within,within,within
203,271,271,Auckland,Auckland /271,Forestry,Ultic,2016,4.85,4.8,0.18,27,4,,1.17,20.4,21.967,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,4,21.967,within,within,within,below,within,within,within,within,within
204,272,272,Auckland,Auckland/272,Forestry,Ultic,2016,4.96,3.5,0.17,57,5,,1.283,5.633,7.267,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,5,7.267,within,within,below,within,within,within,within,within,below
205,273,273,Auckland,Auckland /273,Forestry,Ultic,2016,5.04,4.38,0.2,41,18,,1.19,11.367,12.533,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,18,12.533,within,within,within,within,within,within,within,within,within
206,275,275,Auckland,Auckland /275,Crop_Hort,Ultic,2013,6.24,3.387,0.239,69.708,15.923,,1.173,6.867,9.4,10,30,Ultic/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,15.923,9.4,within,within,below,below,within,within,within,within,below
207,278,278,Auckland,Auckland /278,Crop_Hort,Granular,2013,6.43,1.807,0.185,7.007,347.932,,1.063,20.1,21.767,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,347.932,21.767,within,within,within,above,below,within,below,below,within
208,279,279,Auckland,Auckland/279,Crop_Hort,Granular,2013,6.13,2.474,0.216,9.317,147.596,,1.163,14.967,16.367,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,147.596,16.367,within,within,within,above,below,within,below,below,within
209,280,280,Auckland,Auckland /280,Crop_Hort,Granular,2013,6.22,4.276,0.418,44.801,73.112,,1,15.967,17.4,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,73.112,17.4,within,within,within,above,within,within,within,within,within
210,281,281,Auckland,Auckland/281,Crop_Hort,Granular,2013,7.07,1.977,0.156,7.211,187.25,,0.977,26.967,28.567,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,187.25,28.567,within,within,within,above,below,within,below,below,within
211,283,283,Auckland,Auckland/283,Crop_Hort,Ultic,2013,6.62,4.213,0.342,78.304,11.16,,1.04,11.733,13.767,10,30,Ultic/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,11.16,13.767,within,within,within,below,within,within,within,within,within
212,284,284,Auckland,Auckland/284,Crop_Hort,Gley,2013,6.36,3.045,0.213,22.031,73.007,,1.35,2.433,3.433,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,73.007,3.433,within,within,below,above,within,within,within,within,below
213,285,285,Auckland,Auckland/285,Crop_Hort,Ultic,2013,6.28,4.003,0.321,95.811,28.208,,1.15,3.567,5.9,10,30,Ultic/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,28.208,5.9,within,within,below,within,within,within,within,within,below
214,291,291,Auckland,Auckland /291,Crop_Hort,Granular,2013,6.89,2.36,0.211,17.976,360.628,,1.063,21.667,22.867,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,360.628,22.867,within,within,within,above,below,within,below,below,within
215,306,306,Auckland,Auckland /306,Dairy,Gley,2014,5.78,4.684,0.348,85.858,38.751,,0.917,3.667,7.167,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,38.751,7.167,within,within,below,within,within,within,within,within,below
216,307,307,Auckland,Auckland /307,Crop_Hort,Gley,2013,6.05,3.072,0.208,30.121,56.325,,1.407,1,1.333,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,56.325,1.333,within,above,below,above,within,within,within,within,mix
217,308,308,Auckland,Auckland/308,Crop_Hort,Gley,2013,5.97,4.051,0.34,85.896,132.736,,0.95,15.8,18.233,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,132.736,18.233,within,within,within,above,within,within,within,within,within
218,311,311,Auckland,Auckland /311,Drystock,Ultic,2014,6.45,10.34,0.929,361.887,30.39,,0.577,3.45,5.7,10,30,Ultic/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,30.39,5.7,within,below,below,within,within,above,within,above,below
219,323,323,Auckland,Auckland/323,Dairy,Gley,2014,5.55,5.399,0.447,138.574,69.268,,0.793,2.767,6.733,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,69.268,6.733,within,within,below,above,within,within,within,within,below
220,328,328,Auckland,Auckland/328,Drystock,Granular,2014,5.9,7.256,0.608,188.553,11.385,,0.993,7.333,9.667,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,11.385,9.667,within,within,below,below,within,within,within,within,below
221,330,330,Auckland,Auckland/330,Dairy,Allophanic,2014,5.84,5.944,0.541,127.686,31.012,,1.147,,1,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,31.012,1,within,within,below,within,within,within,within,within,below
222,333,333,Auckland,Auckland /333,Drystock,Ultic,2014,6,6.665,0.531,138.793,37.256,,1.04,2.25,3.133,10,30,Ultic/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,37.256,3.133,within,within,below,within,within,within,within,within,below
223,338,338,Auckland,Auckland /338,Drystock,Granular,2014,5.79,7.755,0.721,211.765,57.793,,0.977,5.833,8.467,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,57.793,8.467,within,within,below,above,within,above,within,above,below
224,341,341,Bay of Plenty,Bay of Plenty/341,Dairy,Allophanic,2014,5.48,11.835,0.993,,96.727,,0.66,13.667,17.433,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,96.727,17.433,within,within,within,above,within,above,,,within
225,427,341,Bay of Plenty,Bay of Plenty/341,Dairy,Allophanic,2000,5.21,9.492,0.727,226,66.667,,0.66,8.8,11.9,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,66.667,11.9,within,within,within,above,within,above,within,above,within
226,342,342,Bay of Plenty,Bay of Plenty/342,Dairy,Allophanic,2014,5.74,11.486,1.104,,102.259,,0.7,14.033,17.133,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,102.259,17.133,within,within,within,above,within,above,,,within
227,367,342,Bay of Plenty,Bay of Plenty/342,Dairy,Allophanic,2000,5.26,10.509,0.933,236,96.714,,0.7,5.6,7.767,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,96.714,7.767,within,within,below,above,within,above,within,above,below
228,343,343,Bay of Plenty,Bay of Plenty/343,Dairy,Allophanic,2014,6.16,11.31,1.127,,117.48,,0.68,9.8,12.667,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,117.48,12.667,within,within,within,above,within,above,,,within
229,368,343,Bay of Plenty,Bay of Plenty/343,Dairy,Allophanic,2000,5.77,11.231,1.026,294,97.742,,0.62,10,12.567,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,97.742,12.567,within,within,within,above,within,above,within,above,within
230,344,344,Bay of Plenty,Bay of Plenty/344,Dairy,Allophanic,2014,5.67,9.876,0.94,,43.872,,0.717,10.667,14.667,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,43.872,14.667,within,within,within,within,within,above,,,within
231,422,344,Bay of Plenty,Bay of Plenty/344,Dairy,Allophanic,2000,5.45,8.012,0.659,238,31.184,,0.76,6,9.767,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,31.184,9.767,within,within,below,within,within,within,within,within,below
232,345,345,Bay of Plenty,Bay of Plenty/345,Dairy,Recent,2014,5.8,4.26,0.437,,68.997,,1.157,3.933,5.367,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,68.997,5.367,within,within,below,above,within,within,,,below
233,370,345,Bay of Plenty,Bay of Plenty/345,Dairy,Recent,1999,5.37,8.23,0.596,116,108.442,,1.117,3.3,5.3,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,108.442,5.3,within,within,below,above,within,within,within,within,below
234,346,346,Bay of Plenty,Bay of Plenty/346,Drystock,Pumice,2015,5.7,7.3,0.64,190,,58,0.92,11.8,18.4,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,58,18.4,within,within,within,above,within,within,within,within,within
235,388,346,Bay of Plenty,Bay of Plenty/346,Drystock,Pumice,1998,5.42,6.56,0.562,99,37.889,,0.9,20.2,26.15,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,37.889,26.15,within,within,within,within,within,within,within,within,within
236,347,347,Bay of Plenty,Bay of Plenty/347,Dairy,Recent,2014,5.76,6.156,0.548,,74.912,,0.6,30.633,36.067,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,74.912,36.067,within,below,above,above,within,within,,,mix
237,371,347,Bay of Plenty,Bay of Plenty/347,Dairy,Pumice,1999,5.12,11.672,0.653,127,63.219,,0.671,22.2,29.567,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,63.219,29.567,within,within,within,above,within,within,within,within,within
238,348,348,Bay of Plenty,Bay of Plenty/348,Dairy,Pumice,2014,5.27,10.349,0.966,,285.687,,0.733,11.833,15.4,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,285.687,15.4,within,within,within,above,within,above,,,within
239,386,348,Bay of Plenty,Bay of Plenty/348,Dairy,Pumice,1998,5.07,8.354,0.754,131,179.57,,0.93,7.83,14.367,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,179.57,14.367,within,within,within,above,within,above,within,above,within
240,349,349,Bay of Plenty,Bay of Plenty/349,Dairy,Pumice,2014,5.84,8.342,0.724,,30.358,,0.83,11.1,17.833,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,30.358,17.833,within,within,within,within,within,above,,,within
241,373,349,Bay of Plenty,Bay of Plenty/349,Drystock,Pumice,1998,5.43,6.627,0.56,79,25.978,,0.92,17.93,24.7,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,25.978,24.7,within,within,within,within,within,within,within,within,within
242,350,350,Bay of Plenty,Bay of Plenty/350,Dairy,Recent,2014,6.6,4.878,0.491,,77.838,,1.047,8.567,10.2,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,77.838,10.2,within,within,within,above,within,within,,,within
243,369,350,Bay of Plenty,Bay of Plenty/350,Dairy,Recent,1999,6.01,1.893,0.173,89,49.141,,1.327,1,2.3,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,49.141,2.3,within,within,below,above,below,below,within,below,below
244,351,351,Bay of Plenty,Bay of Plenty/351,Dairy,Gley,2014,6.12,4.667,0.516,,68.256,,0.89,12.633,15.267,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,68.256,15.267,within,within,within,above,within,within,,,within
245,426,351,Bay of Plenty,Bay of Plenty/351,Dairy,Gley,2000,6.25,4.93,0.475,222,44.457,,0.92,4,5.767,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,44.457,5.767,within,within,below,within,within,within,within,within,below
246,352,352,Bay of Plenty,Bay of Plenty/352,Dairy,Gley,2014,6.37,8.528,0.815,,81.382,,0.873,7.433,10.533,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,81.382,10.533,within,within,within,above,within,above,,,within
247,425,352,Bay of Plenty,Bay of Plenty/352,Dairy,Gley,2000,5.82,8.288,0.742,226,44.306,,0.72,5.1,7.3,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,44.306,7.3,within,within,below,within,within,above,within,above,below
248,353,353,Bay of Plenty,Bay of Plenty/353,Dairy,Allophanic,2014,6.05,10.605,1.02,,106.914,,0.677,15.033,19.3,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,106.914,19.3,within,within,within,above,within,above,,,within
249,423,353,Bay of Plenty,Bay of Plenty/353,Dairy,Allophanic,2000,5.82,9.363,0.818,286,74.211,,0.76,6.1,9.033,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,74.211,9.033,within,within,below,above,within,above,within,above,below
250,354,354,Bay of Plenty,Bay of Plenty/354,Crop_Hort,Recent,2015,6.7,5.2,0.48,225,,97,0.947,9.3,11.233,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,97,11.233,within,within,within,above,within,within,within,within,within
251,396,354,Bay of Plenty,Bay of Plenty/354,Crop_Hort,Recent,1999,6.52,10.671,0.626,115,96.393,,0.976,8,9.867,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,96.393,9.867,within,within,below,above,within,within,within,within,below
252,355,355,Bay of Plenty,Bay of Plenty/355,Drystock,Pumice,2015,5.6,7.3,0.63,199,,36,0.8,22.333,28.833,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,36,28.833,within,within,within,within,within,within,within,within,within
253,389,355,Bay of Plenty,Bay of Plenty/355,Drystock,Pumice,1998,5.75,6.941,0.576,112,32.209,,0.86,26.47,32.4,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,32.209,32.4,within,within,above,within,within,within,within,within,above
254,356,356,Bay of Plenty,Bay of Plenty/356,Crop_Hort,Pumice,2015,6.6,6.2,0.56,127,,72,0.85,14.533,16.7,10,30,Pumice/Crop_Hort,5,7.6,20,50,0.6,1.4,20,,,2,72,16.7,within,within,within,above,within,within,within,within,within
255,390,356,Bay of Plenty,Bay of Plenty/356,Crop_Hort,Pumice,1999,6.46,10.299,0.685,138,61.11,,0.739,19.9,23.633,10,30,Pumice/Crop_Hort,5,7.6,20,50,0.6,1.4,20,,,2,61.11,23.633,within,within,within,above,within,within,within,within,within
256,357,357,Bay of Plenty,Bay of Plenty/357,Crop_Hort,Recent,2015,5.9,2.4,0.2,57,,135,1.297,9.433,11.533,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,135,11.533,within,within,within,above,within,within,within,within,within
257,405,357,Bay of Plenty,Bay of Plenty/357,Crop_Hort,Recent,1999,6.15,5.548,0.437,32,89.783,,1.152,11.4,14.2,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,89.783,14.2,within,within,within,above,within,within,within,within,within
258,358,358,Bay of Plenty,Bay of Plenty/358,Dairy,Recent,2014,6.44,8.992,0.796,,144.725,,0.64,23.633,30.4,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,144.725,30.4,within,below,above,above,within,above,,,mix
259,372,358,Bay of Plenty,Bay of Plenty/358,Dairy,Pumice,1999,5.36,13.098,0.755,117,98.878,,0.695,21.1,28.067,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,98.878,28.067,within,within,within,above,within,above,within,above,within
260,359,359,Bay of Plenty,Bay of Plenty/359,Dairy,Recent,1998,5.41,5.837,0.55,107,88.776,,0.98,8.83,13.2,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,88.776,13.2,within,within,within,above,within,within,within,within,within
261,375,359,Bay of Plenty,Bay of Plenty/359,Dairy,Recent,2014,5.87,6.119,0.607,,103.392,,0.927,9.033,11.833,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,103.392,11.833,within,within,within,above,within,within,,,within
262,360,360,Bay of Plenty,Bay of Plenty/360,Drystock,Pumice,2015,5.7,8.8,0.69,183,,59,0.51,33.733,40.933,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,59,40.933,within,below,above,above,within,within,within,within,mix
263,403,360,Bay of Plenty,Bay of Plenty/360,Drystock,Pumice,1999,5.52,7.427,0.353,233,45.417,,0.504,19.5,31.4,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,45.417,31.4,within,below,above,within,within,within,within,within,mix
264,361,361,Bay of Plenty,Bay of Plenty/361,Drystock,Pumice,2015,5.7,6.4,0.5,120,,36,0.54,26.833,35.633,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,36,35.633,within,below,above,within,within,within,within,within,mix
265,404,361,Bay of Plenty,Bay of Plenty/361,Drystock,Pumice,1999,5.45,6.109,0.469,181,78.039,,0.561,15.3,29.267,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,78.039,29.267,within,below,within,above,within,within,within,within,below
266,363,363,Bay of Plenty,Bay of Plenty/363,Dairy,Pumice,1998,6.21,3.119,0.287,62,57.075,,1.06,12.2,16.3,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,57.075,16.3,within,within,within,above,within,within,within,within,within
267,384,363,Bay of Plenty,Bay of Plenty/363,Dairy,Pumice,2014,5.91,7.044,0.711,,150.674,,0.867,10.667,13.8,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,150.674,13.8,within,within,within,above,within,above,,,within
268,364,364,Bay of Plenty,Bay of Plenty/364,Crop_Hort,Pumice,2015,6.4,6.2,0.58,126,,103,0.86,12.567,15.633,10,30,Pumice/Crop_Hort,5,7.6,20,50,0.6,1.4,20,,,2,103,15.633,within,within,within,above,within,within,within,within,within
269,402,364,Bay of Plenty,Bay of Plenty/364,Crop_Hort,Pumice,1999,6.48,5.121,0.457,86,82.793,,0.956,10.8,13.767,10,30,Pumice/Crop_Hort,5,7.6,20,50,0.6,1.4,20,,,2,82.793,13.767,within,within,within,above,within,within,within,within,within
270,365,365,Bay of Plenty,Bay of Plenty/365,Crop_Hort,Allophanic,2015,6.3,7.5,0.75,167,,74,0.827,10.967,13.433,10,30,Allophanic/Crop_Hort,5,7.6,20,50,0.5,1.3,20,,,3,74,13.433,within,within,within,above,within,within,within,within,within
271,379,365,Bay of Plenty,Bay of Plenty/365,Crop_Hort,Allophanic,2000,6.26,7.051,0.633,204,26.027,,0.73,16.4,18.567,10,30,Allophanic/Crop_Hort,5,7.6,20,50,0.5,1.3,20,,,3,26.027,18.567,within,within,within,within,within,within,within,within,within
272,366,366,Bay of Plenty,Bay of Plenty/366,Dairy,Recent,2014,6.12,4.609,0.487,,84.782,,1.01,10.567,12.567,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,84.782,12.567,within,within,within,above,within,within,,,within
273,377,366,Bay of Plenty,Bay of Plenty/366,Dairy,Recent,1998,6.18,4.301,0.431,143,62.545,,1.1,4.4,7.367,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,62.545,7.367,within,within,below,above,within,within,within,within,below
274,374,374,Bay of Plenty,Bay of Plenty/374,Dairy,Pumice,1998,5.37,6.543,0.6,105,112.5,,0.92,11.6,18.467,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,112.5,18.467,within,within,within,above,within,within,within,within,within
275,385,374,Bay of Plenty,Bay of Plenty/374,Dairy,Pumice,2014,6.37,7.425,0.71,,100.361,,0.817,19.867,25.9,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,100.361,25.9,within,within,within,above,within,above,,,within
276,376,376,Bay of Plenty,Bay of Plenty/376,Dairy,Pumice,1998,6.36,5.53,0.516,71,62.747,,0.91,15.87,20.933,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,62.747,20.933,within,within,within,above,within,within,within,within,within
277,383,376,Bay of Plenty,Bay of Plenty/376,Dairy,Pumice,2014,6.28,7.899,0.779,,58.278,,0.843,13.033,19.7,10,30,Pumice/Dairy,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,58.278,19.7,within,within,within,above,within,above,,,within
278,378,378,Bay of Plenty,Bay of Plenty/378,Drystock,Allophanic,2000,5.77,11.831,0.959,400,14.865,,0.74,6.8,10.867,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,14.865,10.867,within,within,within,below,within,above,within,above,within
279,429,378,Bay of Plenty,Bay of Plenty/378,Drystock,Allophanic,2015,5.3,10.3,0.91,255,,14,0.803,6.367,11.333,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,14,11.333,within,within,within,below,within,above,within,above,within
280,381,381,Bay of Plenty,Bay of Plenty/381,Drystock,Allophanic,2000,5.88,10.271,0.824,223,22.576,,0.66,16.8,19.967,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,22.576,19.967,within,within,within,within,within,above,within,above,within
281,406,381,Bay of Plenty,Bay of Plenty/381,Drystock,Allophanic,2015,5.7,9.3,0.84,215,,48,0.773,11.933,15.6,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,48,15.6,within,within,within,within,within,above,within,above,within
282,382,382,Bay of Plenty,Bay of Plenty/382,Drystock,Pumice,2000,5.71,5.972,0.465,178,54.557,,0.79,24.1,28.367,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,54.557,28.367,within,within,within,above,within,within,within,within,within
283,431,382,Bay of Plenty,Bay of Plenty/382,Drystock,Pumice,2015,5.4,4.6,0.46,134,,21,0.807,20.5,24.367,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,21,24.367,within,within,within,within,within,within,within,within,within
284,387,387,Bay of Plenty,Bay of Plenty/387,Drystock,Allophanic,1999,5.32,3.589,0.327,170,7.727,,0.739,15.3,19.4,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,7.727,19.4,within,within,within,below,within,within,within,within,within
285,413,387,Bay of Plenty,Bay of Plenty/387,Drystock,Allophanic,2015,5.3,7.7,0.61,240,,5,0.603,9.467,15.133,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,5,15.133,within,within,within,below,within,within,within,within,within
286,391,391,Bay of Plenty,Bay of Plenty/391,Drystock,Pumice,2000,5.73,7.735,0.675,194,72.778,,0.72,9.8,13.567,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,72.778,13.567,within,within,within,above,within,within,within,within,within
287,424,391,Bay of Plenty,Bay of Plenty/391,Drystock,Pumice,2015,4.9,7.6,0.78,199,,107,0.87,11.2,16.867,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,107,16.867,below,within,within,above,within,above,within,above,within
288,392,392,Bay of Plenty,Bay of Plenty/392,Drystock,Pumice,2000,6.21,7.429,0.664,206,40.75,,0.8,9.5,13.033,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,40.75,13.033,within,within,within,within,within,within,within,within,within
289,421,392,Bay of Plenty,Bay of Plenty/392,Drystock,Pumice,2015,5.2,6.8,0.6,165,,30,0.893,12.267,16.5,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,30,16.5,within,within,within,within,within,within,within,within,within
290,393,393,Bay of Plenty,Bay of Plenty/393,Drystock,Recent,2000,6.13,2.76,0.209,139,9.909,,1.1,9.5,11.1,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,9.909,11.1,within,within,within,below,within,below,within,below,within
291,420,393,Bay of Plenty,Bay of Plenty/393,Drystock,Recent,2015,5.7,4.6,0.43,179,,17,0.925,18.125,21.025,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,17,21.025,within,within,within,within,within,within,within,within,within
292,394,394,Bay of Plenty,Bay of Plenty/394,Drystock,Recent,2000,5.95,3.575,0.286,195,16.737,,0.95,2.6,4.3,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,16.737,4.3,within,within,below,within,within,within,within,within,below
293,419,394,Bay of Plenty,Bay of Plenty/394,Drystock,Recent,2015,5.6,4.4,0.4,190,,13,1.03,7.3,9.333,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,13,9.333,within,within,below,below,within,within,within,within,below
294,395,395,Bay of Plenty,Bay of Plenty/395,Drystock,Pumice,2000,5.72,7.144,0.528,174,19.744,,0.78,11.2,14,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,19.744,14,within,within,within,below,within,within,within,within,within
295,417,395,Bay of Plenty,Bay of Plenty/395,Drystock,Pumice,2015,5.7,6.7,0.58,141,,18,0.89,7,9.833,10,30,Pumice/Drystock,5,6.6,20,50,0.6,1.4,50,0.25,0.7,2,18,9.833,within,within,below,below,within,within,within,within,below
296,397,397,Bay of Plenty,Bay of Plenty/397,Crop_Hort,Recent,1999,6.32,4.824,0.441,34,46.08,,0.75,,,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,46.08,,within,within,,above,within,within,within,within,
297,409,397,Bay of Plenty,Bay of Plenty/397,Crop_Hort,Recent,2015,5.8,2,0.22,62,,43,1.143,10.733,12.2,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,43,12.2,within,within,within,within,within,within,within,within,within
298,399,399,Bay of Plenty,Bay of Plenty/399,Crop_Hort,Recent,1999,6.6,11.528,0.616,98,88.267,,0.86,12.7,14.7,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,88.267,14.7,within,within,within,above,within,within,within,within,within
299,411,399,Bay of Plenty,Bay of Plenty/399,Crop_Hort,Recent,2015,5.8,3.2,,76,,57,0.99,18.8,20.967,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,57,20.967,within,within,within,above,within,,within,,within
