X,id,idLink,region,site,LandUse,SoilOrder,Year,pH,totalC,totalN,AMN,OlsenP_LR,OlsenP_Hills,bulkDensity,macroporosity-m05,macroporosity-m10,macroporositymin,macroporositymax,soillanduse,pHmin,pHmax,OlsenPmin,OlsenPmax,bulkDensitymin,bulkDensitymax,AMNmin,TotalNmin,TotalNmax,TotalCmin,OlsenP,macroporosity,meets_pH,meets_bulkDensity,meets_macroporosity,meets_OlsenP,meets_totalC,meets_totalN,meets_AMN,meets_organicR,meets_physicalS
1,1,1,Auckland,Auckland /1,Drystock,Gley,2010,5.55,8.022,0.749,333.333,34.409,,0.93,1,5.3,10,30,Gley/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,34.409,5.3,within,within,below,within,within,above,within,above,below
2,204,1,Auckland,Auckland /1,Drystock,Gley,2000,5.5,6.562,0.555,250.579,42,,0.84,10.433,12.333,10,30,Gley/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,42,12.333,within,within,within,within,within,within,within,within,within
3,145,2,Auckland,Auckland /2,Drystock,Granular,1998,5.88,6.59,0.572,122.826,11.739,,0.92,12.8,14.233,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,11.739,14.233,within,within,within,below,within,within,within,within,within
4,3,3,Auckland,Auckland/3,Drystock,Ultic,2010,5.94,5.5,0.499,155.769,20.192,,1.04,4.5,7.1,10,30,Ultic/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,20.192,7.1,within,within,below,within,within,within,within,within,below
5,4,4,Auckland,Auckland /4,Drystock,Brown,2010,5.78,4.276,0.429,117.886,47.154,,1.23,0.5,4.2,10,30,Brown/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,47.154,4.2,within,within,below,above,within,within,within,within,below
6,5,5,Auckland,Auckland/5,Drystock,Ultic,2010,6.3,9.151,0.896,271.233,34.247,,0.73,5.8,8.5,10,30,Ultic/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,34.247,8.5,within,within,below,within,within,above,within,above,below
7,105,5,Auckland,Auckland/5,Drystock,Ultic,1998,5.64,8.533,0.769,214.062,13.906,,0.64,11.23,13.697,10,30,Ultic/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,13.906,13.697,within,within,within,below,within,above,within,above,within
8,6,6,Auckland,Auckland /6,Drystock,Recent,2010,5.88,3.946,0.369,144.643,35.714,,1.12,3.9,6.4,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,35.714,6.4,within,within,below,within,within,within,within,within,below
9,108,6,Auckland,Auckland /6,Drystock,Recent,1998,5.67,6.552,0.603,150,35.543,,0.92,12.27,12.737,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,35.543,12.737,within,within,within,within,within,within,within,within,within
10,7,7,Auckland,Auckland/7,Dairy,Granular,2010,5.74,8.189,0.733,243.158,87.368,,0.95,4.8,7.1,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,87.368,7.1,within,within,below,above,within,above,within,above,below
11,8,8,Auckland,Auckland /8,Drystock,Brown,2010,5.5,4.823,0.387,128.319,17.699,,1.13,6.4,9,10,30,Brown/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,17.699,9,within,within,below,within,within,within,within,within,below
12,126,8,Auckland,Auckland /8,Drystock,Brown,1999,5.52,4.482,0.334,108.491,50,,1.06,6.37,7.83,10,30,Brown/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,50,7.83,within,within,below,above,within,within,within,within,below
13,9,9,Auckland,Auckland/9,Drystock,Recent,2010,6.01,4.667,0.419,114.815,14.815,,1.08,12.3,23,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,14.815,23,within,within,within,below,within,within,within,within,within
14,10,10,Auckland,Auckland /10,Drystock,Recent,2010,5.46,4.253,0.345,96.97,35.354,,0.99,16,27,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,35.354,27,within,within,within,within,within,within,within,within,within
15,11,11,Auckland,Auckland/11,Drystock,Granular,2010,5.96,9.153,0.816,266.327,19.388,,0.98,3.8,5.8,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,19.388,5.8,within,within,below,within,within,above,within,above,below
16,191,11,Auckland,Auckland/11,Drystock,Granular,1999,5.46,7.38,0.597,171,8.5,,1,2.9,5.637,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,8.5,5.637,within,within,below,below,within,within,within,within,below
17,12,12,Auckland,Auckland/12,Crop_Hort,Brown,2008,5.89,5.45,0.48,126,37,,1.01,6.1,9.3,10,30,Brown/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,37,9.3,within,within,below,within,within,within,within,within,below
18,322,12,Auckland,Auckland/12,Crop_Hort,Brown,2013,6.05,5.714,0.532,126.242,55.029,,0.943,8.467,10.333,10,30,Brown/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,55.029,10.333,within,within,within,above,within,within,within,within,within
19,13,13,Auckland,Auckland/13,Drystock,Granular,2010,6.04,8.698,0.797,266.279,11.628,,0.86,7.8,10.7,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,11.628,10.7,within,within,within,below,within,above,within,above,within
20,199,13,Auckland,Auckland/13,Drystock,Granular,2000,6.05,8.092,0.728,270.591,12,,0.839,12.3,14.103,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,12,14.103,within,within,within,below,within,above,within,above,within
21,14,14,Auckland,Auckland/14,Dairy,Gley,2009,5.85,5.871,0.534,172.457,15.177,,0.996,5.467,8.467,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,15.177,8.467,within,within,below,within,within,within,within,within,below
22,166,14,Auckland,Auckland/14,Dairy,Gley,2000,6.02,5.775,0.474,226.312,7,,0.983,7.467,10.137,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,7,10.137,within,within,within,below,within,within,within,within,within
23,318,14,Auckland,Auckland/14,Drystock,Gley,2014,5.84,5.468,0.494,162.786,11.87,,0.927,4.233,8.733,10,30,Gley/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,11.87,8.733,within,within,below,below,within,within,within,within,below
24,15,15,Auckland,Auckland/15,Drystock,Gley,2010,5.83,7,0.629,172.816,81.553,,1.03,3,5.2,10,30,Gley/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,81.553,5.2,within,within,below,above,within,within,within,within,below
25,16,16,Auckland,Auckland/16,Drystock,Granular,2010,6.59,6.234,0.564,189.72,46.729,,1.07,1,3.4,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,46.729,3.4,within,within,below,above,within,within,within,within,below
26,17,17,Auckland,Auckland/17,Forestry,Ultic,2011,4.73,7.22,0.44,133,6.254,,0.834,11.333,13.433,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,6.254,13.433,within,within,within,within,within,within,within,within,within
27,134,17,Auckland,Auckland/17,Forestry,Ultic,1996,4.93,5.6,0.3,65.3,12.8,,0.84,7.42,8.34,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,12.8,8.34,within,within,within,within,within,within,within,within,within
28,18,18,Auckland,Auckland /18,Forestry,Brown,2011,6.3,3.97,0.352,141,31.814,,1.181,16.167,22.433,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,31.814,22.433,within,within,within,above,within,within,within,within,within
29,151,18,Auckland,Auckland /18,Forestry,Brown,1998,5.27,5.342,0.486,78.947,21.974,,0.76,34.73,38.597,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,21.974,38.597,within,within,above,within,within,within,within,within,above
30,19,19,Auckland,Auckland/19,Forestry,Brown,2011,5.69,3.21,0.236,59,24.746,,0.948,24.567,31.5,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,24.746,31.5,within,within,above,within,within,within,within,within,above
31,152,19,Auckland,Auckland/19,Forestry,Brown,1998,4.9,10.966,0.756,89.011,76.484,,0.91,17.6,24.903,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,76.484,24.903,within,within,within,above,within,above,within,above,within
32,20,20,Auckland,Auckland /20,Drystock,Brown,2011,5.81,3.82,0.396,86.076,34.824,,1.103,4.2,9.367,10,30,Brown/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,34.824,9.367,within,within,below,within,within,within,within,within,below
33,117,20,Auckland,Auckland /20,Forestry,Brown,1998,5.53,9.37,0.858,170.312,13.75,,0.64,23.4,27.663,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,13.75,27.663,within,within,within,within,within,above,within,above,within
34,21,21,Auckland,Auckland/21,Forestry,Recent,2011,5.66,1.82,0.063,19,4.816,,1.484,29.9,39.433,8,30,Recent/Forestry,3.5,7.6,5,30,0.7,1.4,20,0.1,0.7,2,4.816,39.433,within,above,above,below,below,below,below,below,above
35,23,23,Auckland,Auckland/23,Forestry,Recent,2011,5.18,1.62,0.046,12,15.466,,1.519,29.633,37,8,30,Recent/Forestry,3.5,7.6,5,30,0.7,1.4,20,0.1,0.7,2,15.466,37,within,above,above,within,below,below,below,below,above
36,24,24,Auckland,Auckland /24,Forestry,Brown,2011,5.32,3,0.177,97,4.018,,1.103,6.067,8.2,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,4.018,8.2,within,within,within,below,within,within,within,within,within
37,202,24,Auckland,Auckland /24,Forestry,Brown,2000,5.08,4.724,0.187,56.412,5,,1.045,18.4,19.07,8,30,Brown/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,5,19.07,within,within,within,within,within,within,within,within,within
38,25,25,Auckland,Auckland /25,Drystock,Allophanic,2010,5.85,8.864,0.825,206.173,23.457,,0.81,8.7,12.8,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,23.457,12.8,within,within,within,within,within,above,within,above,within
39,26,26,Auckland,Auckland /26,Dairy,Allophanic,2009,6.37,6.174,0.539,134.987,44.186,,1.132,2.15,3.833,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,44.186,3.833,within,within,below,within,within,within,within,within,below
40,116,26,Auckland,Auckland /26,Dairy,Allophanic,1999,6.33,7.357,0.665,134.783,31.957,,0.92,3.27,5.133,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,31.957,5.133,within,within,below,within,within,within,within,within,below
41,27,27,Auckland,Auckland /27,Crop_Hort,Organic,2013,6.79,15.26,1.285,165.172,121.766,,0.543,9.267,11.467,10,30,Organic/Crop_Hort,4.5,7.6,20,40,0.2,1,20,,,,121.766,11.467,within,within,within,above,within,within,within,within,within
42,172,27,Auckland,Auckland /27,Crop_Hort,Organic,2008,6.51,15.4,1.21,139,52,,0.62,5.5,3.47,10,30,Organic/Crop_Hort,4.5,7.6,20,40,0.2,1,20,,,,52,3.47,within,within,below,above,within,within,within,within,below
43,28,28,Auckland,Auckland/28,Crop_Hort,Gley,2008,6.29,3.85,0.26,71.9,79,,1.25,4.8,7.1,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,79,7.1,within,within,below,above,within,within,within,within,below
44,165,28,Auckland,Auckland/28,Crop_Hort,Gley,2000,5.87,3.407,0.199,114.634,107,,1.23,12.9,15.707,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,107,15.707,within,within,within,above,within,within,within,within,within
45,29,29,Auckland,Auckland /29,Crop_Hort,Gley,2008,5.97,3.12,0.18,24.5,57,,1.18,9,11.43,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,57,11.43,within,within,within,above,within,within,within,within,within
46,180,29,Auckland,Auckland /29,Crop_Hort,Gley,2000,6.18,2.696,0.159,34.074,119,,1.35,4.2,6.433,10,30,Gley/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,119,6.433,within,within,below,above,within,within,within,within,below
47,30,30,Auckland,Auckland/30,Dairy,Organic,2009,6.06,10.193,0.81,179.591,61.82,,0.942,3.35,3,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,61.82,3,within,within,below,above,within,above,within,above,below
48,136,30,Auckland,Auckland/30,Dairy,Organic,1996,5.93,11.57,0.87,206,20,,0.75,3.1,5.26,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,20,5.26,within,within,below,within,within,above,within,above,below
49,289,30,Auckland,Auckland/30,Dairy,Organic,2014,6.53,13.697,1.119,243.614,98.162,,0.643,1.8,3.467,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,98.162,3.467,within,within,below,above,within,above,within,above,below
50,31,31,Auckland,Auckland /31,Dairy,Organic,2009,5.72,9.803,0.763,176.139,75.399,,1.022,0.7,1.5,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,75.399,1.5,within,above,below,above,within,above,within,above,mix
51,137,31,Auckland,Auckland /31,Dairy,Organic,1996,6.07,13.24,1.09,245,33,,0.62,2.9,6.08,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,33,6.08,within,within,below,within,within,above,within,above,below
52,290,31,Auckland,Auckland /31,Dairy,Organic,2014,6.19,12.17,0.91,264.72,76.459,,0.657,4.5,7.75,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,76.459,7.75,within,within,below,above,within,above,within,above,below
53,32,32,Auckland,Auckland/32,Dairy,Allophanic,2009,6.54,7.28,0.65,185.049,91.217,,1.1,5.333,6.9,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,91.217,6.9,within,within,below,above,within,within,within,within,below
54,138,32,Auckland,Auckland/32,Dairy,Allophanic,1997,6.19,7.11,0.64,162.105,45.6,,0.95,13.58,15.68,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,45.6,15.68,within,within,within,within,within,within,within,within,within
55,282,32,Auckland,Auckland/32,Dairy,Allophanic,2014,6.35,6.664,0.619,137.582,60.97,,1.12,6.633,8.3,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,60.97,8.3,within,within,below,above,within,within,within,within,below
56,33,33,Auckland,Auckland /33,Dairy,Granular,2009,6.33,7.227,0.657,255.863,129.935,,0.934,6.033,8.633,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,129.935,8.633,within,within,below,above,within,within,within,within,below
57,141,33,Auckland,Auckland /33,Dairy,Granular,1997,6.91,6.92,0.65,266.667,57.8,,0.96,8.08,9.62,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,57.8,9.62,above,within,below,above,within,within,within,within,below
58,34,34,Auckland,Auckland/34,Dairy,Brown,2009,5.71,4.525,0.451,113.444,72.17,,1.15,4.367,9.233,10,30,Brown/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,72.17,9.233,within,within,below,above,within,within,within,within,below
59,142,34,Auckland,Auckland/34,Dairy,Brown,1998,5.46,7.062,0.651,106,15.4,,1,6.87,12.497,10,30,Brown/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,15.4,12.497,within,within,within,within,within,within,within,within,within
60,337,34,Auckland,Auckland/34,Drystock,Brown,2014,5.45,4.012,0.429,159.948,54.535,,1.067,1.9,5.1,10,30,Brown/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,54.535,5.1,within,within,below,above,within,within,within,within,below
61,35,35,Auckland,Auckland /35,Dairy,Ultic,2009,6.28,7.14,0.62,153.167,39.607,,1.044,3.7,5.833,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,39.607,5.833,within,within,below,within,within,within,within,within,below
62,106,35,Auckland,Auckland /35,Dairy,Ultic,1998,6.13,7.626,0.65,185.106,20.638,,0.94,11.83,13.43,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,20.638,13.43,within,within,within,within,within,within,within,within,within
63,340,35,Auckland,Auckland /35,Dairy,Ultic,2014,6.39,4.612,0.375,71.495,9.48,,0.993,5.467,8.667,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,9.48,8.667,within,within,below,below,within,within,within,within,below
64,36,36,Auckland,Auckland/36,Dairy,Recent,2009,6.32,5.916,0.509,159.983,110.943,,1.107,1.65,2.967,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,110.943,2.967,within,within,below,above,within,within,within,within,below
65,109,36,Auckland,Auckland/36,Dairy,Recent,1998,5.85,5.411,0.511,153.846,23.187,,0.91,12.2,13.83,10,30,Recent/Dairy,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,23.187,13.83,within,within,within,within,within,within,within,within,within
66,37,37,Auckland,Auckland/37,Drystock,Ultic,2010,5.63,6.022,0.563,262.921,10.112,,0.89,4.3,6.9,10,30,Ultic/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,10.112,6.9,within,within,below,below,within,within,within,within,below
67,38,38,Auckland,Auckland/38,Dairy,Ultic,2009,6.16,6.525,0.603,180.279,52.146,,0.981,3.867,6.367,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,52.146,6.367,within,within,below,above,within,within,within,within,below
68,113,38,Auckland,Auckland/38,Dairy,Ultic,1998,6.07,5.285,0.504,133.684,60.105,,0.95,13.7,14.963,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,60.105,14.963,within,within,within,above,within,within,within,within,within
69,39,39,Auckland,Auckland /39,Drystock,Granular,2010,6.19,7.082,0.628,221.429,38.776,,0.98,2.2,4.6,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,38.776,4.6,within,within,below,within,within,within,within,within,below
70,131,39,Auckland,Auckland /39,Drystock,Granular,1995,6.3,6.06,0.572,129.885,14,,0.87,9.46,11.06,10,30,Granular/Drystock,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,14,11.06,within,within,within,below,within,within,within,within,within
71,40,40,Auckland,Auckland/40,Dairy,Organic,2009,6,22.997,1.806,381.245,86.742,,0.599,2.767,6.767,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,86.742,6.767,within,within,below,above,within,above,within,above,below
72,326,40,Auckland,Auckland/40,Drystock,Organic,2014,5.65,23.791,1.843,308.571,76.941,,0.587,1.45,3.333,10,30,Organic/Drystock,4.5,7,20,40,0.2,1,50,0.25,0.7,,76.941,3.333,within,within,below,above,within,above,within,above,below
73,41,41,Auckland,Auckland /41,Dairy,Organic,2009,5.91,18.078,1.566,312.669,76.109,,0.659,2,4.8,10,30,Organic/Dairy,4.5,7,20,40,0.2,1,50,0.25,0.7,,76.109,4.8,within,within,below,above,within,above,within,above,below
74,334,41,Auckland,Auckland /41,Drystock,Organic,2014,5.72,18.407,1.569,300.773,71.693,,0.583,7.7,9.7,10,30,Organic/Drystock,4.5,7,20,40,0.2,1,50,0.25,0.7,,71.693,9.7,within,within,below,above,within,above,within,above,below
75,42,42,Auckland,Auckland/42,Dairy,Granular,2009,5.85,5.984,0.556,204.513,75.162,,1.017,0.8,2.8,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,75.162,2.8,within,within,below,above,within,within,within,within,below
76,125,42,Auckland,Auckland/42,Dairy,Granular,1999,6.12,6.975,0.59,165.217,15.978,,0.92,6.33,8.363,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,15.978,8.363,within,within,below,within,within,within,within,within,below
77,43,43,Auckland,Auckland /43,Dairy,Ultic,2009,6.35,13.9,1.213,528.704,118.704,,0.535,8.567,10.7,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,118.704,10.7,within,below,within,above,within,above,within,above,below
78,44,44,Auckland,Auckland/44,Dairy,Ultic,2009,6.28,8.172,0.706,226.092,23.577,,0.904,2.8,4.733,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,23.577,4.733,within,within,below,within,within,above,within,above,below
79,185,44,Auckland,Auckland/44,Dairy,Ultic,1999,5.55,10.645,0.882,350,11.774,,0.62,5.6,7.53,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,11.774,7.53,within,within,below,below,within,above,within,above,below
80,45,45,Auckland,Auckland /45,Dairy,Allophanic,2009,6.14,4.488,0.39,106.619,57.945,,1.257,2.4,1.967,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,57.945,1.967,within,within,below,above,within,within,within,within,below
81,206,45,Auckland,Auckland /45,Dairy,Allophanic,1999,5.68,6.101,0.537,56.481,22.037,,1.08,2.47,4.47,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,22.037,4.47,within,within,below,within,within,within,within,within,below
82,313,45,Auckland,Auckland /45,Drystock,Allophanic,2014,5.97,5.336,0.454,111.009,38.779,,1.08,3.633,6.2,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,38.779,6.2,within,within,below,within,within,within,within,within,below
83,46,46,Auckland,Auckland/46,Dairy,Allophanic,2009,6.28,7.887,0.746,200.412,95.651,,0.964,3.233,5.667,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,95.651,5.667,within,within,below,above,within,above,within,above,below
84,314,46,Auckland,Auckland/46,Dairy,Allophanic,2014,6.37,7.195,0.686,155.101,78.635,,0.997,,1.9,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,78.635,1.9,within,within,below,above,within,within,within,within,below
85,47,47,Auckland,Auckland /47,Dairy,Allophanic,2009,5.95,8.541,0.773,218.332,12.069,,0.93,4.35,6.8,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,12.069,6.8,within,within,below,below,within,above,within,above,below
86,196,47,Auckland,Auckland /47,Dairy,Allophanic,2000,6,8.089,0.71,203.382,7,,0.857,7.633,13.297,10,30,Allophanic/Dairy,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,7,13.297,within,within,within,below,within,above,within,above,within
87,315,47,Auckland,Auckland /47,Drystock,Allophanic,2014,5.96,8.388,0.776,210.293,10.376,,0.907,8.167,11.667,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,10.376,11.667,within,within,within,below,within,above,within,above,within
88,48,48,Auckland,Auckland/48,Dairy,Gley,2009,6.25,7.129,0.66,195.448,74.531,,0.951,4.167,5.8,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,74.531,5.8,within,within,below,above,within,within,within,within,below
89,203,48,Auckland,Auckland/48,Dairy,Gley,2000,5.9,6.737,0.543,239.955,71,,1.016,3.65,3.733,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,71,3.733,within,within,below,above,within,within,within,within,below
90,325,48,Auckland,Auckland/48,Dairy,Gley,2014,5.88,6.743,0.64,214.847,63.111,,0.86,8.033,9.967,10,30,Gley/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,63.111,9.967,within,within,below,above,within,within,within,within,below
91,49,49,Auckland,Auckland /49,Dairy,Granular,2009,5.83,7.267,0.662,200.011,89.87,,1.061,3.867,6.367,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,89.87,6.367,within,within,below,above,within,within,within,within,below
92,317,49,Auckland,Auckland /49,Dairy,Granular,2014,5.83,6.684,0.628,155.992,50.476,,1.033,2.3,4.3,10,30,Granular/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,50.476,4.3,within,within,below,above,within,within,within,within,below
93,50,50,Auckland,Auckland/50,Forestry,Recent,2011,5.84,2.67,0.113,51,4.988,,1.299,32.5,39.5,8,30,Recent/Forestry,3.5,7.6,5,30,0.7,1.4,20,0.1,0.7,2,4.988,39.5,within,within,above,below,within,within,within,within,above
94,51,51,Auckland,Auckland /51,Dairy,Ultic,2009,5.89,6.301,0.581,218.683,65.604,,0.954,4.9,7.367,10,30,Ultic/Dairy,5,6.6,15,45,0.6,1.4,50,0.25,0.7,2.5,65.604,7.367,within,within,below,above,within,within,within,within,below
95,53,53,Auckland,Auckland/53,Forestry,Ultic,2011,4.48,6.04,0.368,49,42.438,,1.101,8.1,9.833,8,30,Ultic/Forestry,3.5,7.6,5,30,0.6,1.4,20,0.1,0.7,2.5,42.438,9.833,within,within,within,above,within,within,within,within,within
96,68,68,Auckland,Auckland/68,Crop_Hort,Granular,2013,6.02,2.168,0.217,12.784,275.755,,1.037,23.167,24.367,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,275.755,24.367,within,within,within,above,below,within,below,below,within
97,130,68,Auckland,Auckland/68,Crop_Hort,Granular,1995,7.17,2.1,0.2,9.375,200,,0.96,30.2,31.2,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,200,31.2,within,within,above,above,below,within,below,below,above
98,167,68,Auckland,Auckland/68,Crop_Hort,Granular,2008,6.41,2.03,0.19,13.2,181,,1.16,11.9,12.83,10,30,Granular/Crop_Hort,5,7.6,20,45,0.6,1.4,20,,,2.5,181,12.83,within,within,within,above,below,within,below,below,within
99,70,70,Auckland,Auckland/70,Drystock,Allophanic,2013,6.41,3.563,0.302,51.366,70.097,,1.09,9.4,11.867,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,70.097,11.867,within,within,within,above,within,within,within,within,within
100,72,72,Auckland,Auckland/72,Drystock,Allophanic,2013,6.09,5.971,0.521,92.423,161.206,,1.083,8.867,11,10,30,Allophanic/Drystock,5,6.6,20,50,0.5,1.3,50,0.25,0.7,3,161.206,11,within,within,within,above,within,within,within,within,within
101,169,72,Auckland,Auckland/72,Crop_Hort,Allophanic,2008,6.31,5.73,0.49,108,150,,1.03,5.7,7.97,10,30,Allophanic/Crop_Hort,5,7.6,20,50,0.5,1.3,20,,,3,150,7.97,within,within,below,above,within,within,within,within,below
102,74,74,Auckland,Auckland/74,Crop_Hort,Recent,2013,6.2,12.588,0.793,139.521,63.576,,0.763,10.6,12.467,10,30,Recent/Crop_Hort,5,7.6,20,45,0.7,1.4,20,,,2,63.576,12.467,within,within,within,above,within,within,within,within,within
103,75,75,Auckland,Auckland /75,Drystock,Recent,2013,6.22,5.048,0.375,92.702,31.577,,1.213,2.067,3.233,10,30,Recent/Drystock,5,6.6,15,45,0.7,1.4,50,0.25,0.7,2,31.577,3.233,within,within,below,within,within,within,within,within,below
